hazard,od_disconnected_abs,od_disconnected_pc (%),origin_disconnected_abs,origin_disconnected_pc (%),destination_disconnected_abs,destination_disconnected_pc (%),max_increase_abs,min_increase_abs,mean_increase_abs,median_increase_abs,max_increase_pc (%),min_increase_pc (%),mean_increase_pc (%),median_increase_pc (%)
EV1_ma,"A_1   NaN
A_2   NaN
A_3   NaN
A_4   NaN
A_5   NaN
A_6   NaN
A_7   NaN
A_8   NaN
A_9   NaN
B_1   NaN
B_2   NaN
B_3   NaN
dtype: float64","A_1   NaN
A_2   NaN
A_3   NaN
A_4   NaN
A_5   NaN
A_6   NaN
A_7   NaN
A_8   NaN
A_9   NaN
B_1   NaN
B_2   NaN
B_3   NaN
dtype: float64","origin
A_1   -3
A_2   -3
A_3   -3
A_4   -3
A_5   -3
A_6   -3
A_7   -3
A_8   -3
A_9   -3
Name: origin_count, dtype: int64","origin
A_1   -100.0
A_2   -100.0
A_3   -100.0
A_4   -100.0
A_5   -100.0
A_6   -100.0
A_7   -100.0
A_8   -100.0
A_9   -100.0
Name: origin_count, dtype: float64","destination
B_1   -9
B_2   -9
B_3   -9
Name: destination_count, dtype: int64","destination
B_1   -100.0
B_2   -100.0
B_3   -100.0
Name: destination_count, dtype: float64",359.65800000000013,0.0,13.320666666666671,0.0,49.75149015989567,0.0,1.8426477836998396,0.0
